Market_ID,Plan_ID,PPO,Network Score,Satisfaction Score,Premium,Inside Good Share
284,1,1,0.91,0.85,2.600236,0.22918
285,14,0,0.92,0.85,2.3887099,0.16530
285,11,0,0.84,0.83,2.3442414,0.12534
285,8,0,0.92,0.925,2.4045878,0.18644
285,6,0,0.89,0.875,2.3391046,0.17306
285,12,1,0.875,0.91,2.7065455,0.19917
286,6,0,0.89,0.875,2.3462705,0.18783
286,8,0,0.92,0.925,2.4124708,0.20684
286,2,0,0.84,0.825,2.3563966,0.12908
286,11,0,0.84,0.83,2.3067974,0.14723
286,14,0,0.92,0.85,2.4035995,0.17224
287,13,1,0.78,0.82,2.4984324,0.15670
287,9,1,0.85,0.775,2.5340103,0.17785
287,11,0,0.84,0.83,2.3088128,0.13260
287,8,0,0.92,0.925,2.4598217,0.16464
287,12,1,0.875,0.91,2.6161061,0.22622
288,2,0,0.84,0.825,2.3419699,0.12990
288,3,1,0.9,0.915,2.6308224,0.26104
288,5,0,0.86,0.8,2.3609283,0.12067
288,9,1,0.85,0.775,2.5227741,0.19153
288,16,0,0.88,0.865,2.3677108,0.15065
289,10,0,0.83,0.725,2.3911713,0.11670
289,13,1,0.78,0.82,2.5718099,0.21374
289,6,0,0.89,0.875,2.4144776,0.19836
289,9,1,0.85,0.775,2.7536323,0.15622
289,5,0,0.86,0.8,2.4170339,0.14562
290,13,1,0.78,0.82,2.5041738,0.14111
290,6,0,0.89,0.875,2.3437917,0.15328
290,5,0,0.86,0.8,2.3204926,0.11955
290,1,1,0.91,0.85,2.5722278,0.21756
290,3,1,0.9,0.915,2.6021296,0.23268
291,4,1,0.84,0.78,2.5239504,0.18025
291,16,0,0.88,0.865,2.3682781,0.15621
291,11,0,0.84,0.83,2.3138172,0.13509
291,3,1,0.9,0.915,2.6068334,0.25426
291,15,1,0.91,0.875,2.8562221,0.12804
292,5,0,0.86,0.8,2.3215245,0.12847
292,6,0,0.89,0.875,2.3378825,0.16781
292,12,1,0.875,0.91,2.5940009,0.21362
292,2,0,0.84,0.825,2.3580446,0.11094
292,1,1,0.91,0.85,2.5981962,0.23566
293,14,0,0.92,0.85,2.4090556,0.17567
293,13,1,0.78,0.82,2.5257954,0.18063
293,11,0,0.84,0.83,2.3319665,0.14219
293,10,0,0.83,0.725,2.3736448,0.09084
293,15,1,0.91,0.875,2.6382556,0.25913
294,15,1,0.91,0.875,2.5880787,0.24348
294,12,1,0.875,0.91,2.6389661,0.19280
294,4,1,0.84,0.78,2.5036786,0.17505
294,14,0,0.92,0.85,2.4793142,0.12936
294,2,0,0.84,0.825,2.3393998,0.11742
295,14,0,0.92,0.85,2.4583308,0.11973
295,6,0,0.89,0.875,2.3334436,0.15964
295,1,1,0.91,0.85,2.581965,0.21812
295,3,1,0.9,0.915,2.6075497,0.22906
295,16,0,0.88,0.865,2.369377,0.13267
296,8,0,0.92,0.925,2.4253671,0.16614
296,12,1,0.875,0.91,2.5962066,0.21801
296,1,1,0.91,0.85,2.6381286,0.19526
296,11,0,0.84,0.83,2.3347786,0.11447
296,9,1,0.85,0.775,2.5140027,0.16600
297,9,1,0.85,0.775,2.5070953,0.15874
297,15,1,0.91,0.875,2.5885541,0.22171
297,4,1,0.84,0.78,2.4993208,0.15657
297,1,1,0.91,0.85,2.5916699,0.20054
297,5,0,0.86,0.8,2.3458103,0.12462
298,16,0,0.88,0.865,2.3795478,0.16884
298,12,1,0.875,0.91,2.7957207,0.16051
298,4,1,0.84,0.78,2.5258129,0.20105
298,2,0,0.84,0.825,2.3956061,0.12043
298,9,1,0.85,0.775,2.5361769,0.19749
299,15,1,0.91,0.875,2.6035667,0.22973
299,4,1,0.84,0.78,2.5191038,0.16492
299,1,1,0.91,0.85,2.5916758,0.21015
299,9,1,0.85,0.775,2.5208569,0.16471
299,10,0,0.83,0.725,2.3601652,0.08816
300,8,0,0.92,0.925,2.4345113,0.18538
300,14,0,0.92,0.85,2.4282136,0.16416
300,12,1,0.875,0.91,2.6387223,0.23136
300,13,1,0.78,0.82,2.5234774,0.16988
300,11,0,0.84,0.83,2.4421175,0.09896
301,16,0,0.88,0.865,2.3627175,0.13150
301,10,0,0.83,0.725,2.3343874,0.07960
301,13,1,0.78,0.82,2.486723,0.13497
301,4,1,0.84,0.78,2.5093466,0.15461
301,6,0,0.89,0.875,2.3379047,0.14403
301,3,1,0.9,0.915,2.5919169,0.22817
302,12,1,0.875,0.91,2.5776092,0.18436
302,11,0,0.84,0.83,2.2893068,0.10303
302,16,0,0.88,0.865,2.3328037,0.11732
302,7,1,0.9,0.85,2.5532692,0.17586
302,1,1,0.91,0.85,2.5695837,0.17675
302,6,0,0.89,0.875,2.3293307,0.12217
303,5,0,0.86,0.8,2.3334186,0.11036
303,9,1,0.85,0.775,2.5107019,0.16925
303,1,1,0.91,0.85,2.5874955,0.20319
303,8,0,0.92,0.925,2.4126879,0.15195
303,4,1,0.84,0.78,2.4895526,0.16143
303,2,0,0.84,0.825,2.4781674,0.07312
304,9,1,0.85,0.775,2.4856777,0.13526
304,4,1,0.84,0.78,2.480432,0.14356
304,7,1,0.9,0.85,2.5512714,0.17085
304,14,0,0.92,0.85,2.3966798,0.12316
304,13,1,0.78,0.82,2.467074,0.12076
304,15,1,0.91,0.875,2.5572525,0.18612
305,16,0,0.88,0.865,2.3407265,0.12255
305,12,1,0.875,0.91,2.5753674,0.18907
305,13,1,0.78,0.82,2.4821374,0.12792
305,11,0,0.84,0.83,2.309353,0.10246
305,6,0,0.89,0.875,2.380517,0.12060
305,3,1,0.9,0.915,2.5774937,0.21560
306,13,1,0.78,0.82,2.5595228,0.18515
306,11,0,0.84,0.83,2.3450012,0.15431
306,4,1,0.84,0.78,2.5554867,0.21617
306,2,0,0.84,0.825,2.4106758,0.12805
306,10,0,0.83,0.725,2.7248684,0.04069
306,5,0,0.86,0.8,2.4393543,0.12168
307,6,0,0.89,0.875,2.3310323,0.14395
307,13,1,0.78,0.82,2.4921505,0.14242
307,5,0,0.86,0.8,2.4162633,0.08132
307,1,1,0.91,0.85,2.57554,0.19746
307,4,1,0.84,0.78,2.4943123,0.15253
307,8,0,0.92,0.925,2.3821363,0.15618
308,4,1,0.84,0.78,2.4908157,0.14364
308,7,1,0.9,0.85,2.5590861,0.18655
308,3,1,0.9,0.915,2.5696278,0.20481
308,13,1,0.78,0.82,2.4943724,0.12283
308,2,0,0.84,0.825,2.3338497,0.09652
308,16,0,0.88,0.865,2.3451897,0.12412
309,4,1,0.84,0.78,2.551331,0.18638
309,8,0,0.92,0.925,2.4467414,0.15698
309,14,0,0.92,0.85,2.4259907,0.13166
309,11,0,0.84,0.83,2.2997509,0.12756
309,2,0,0.84,0.825,2.3447379,0.11097
309,16,0,0.88,0.865,2.3385079,0.14778
310,3,1,0.9,0.915,2.5964665,0.19863
310,16,0,0.88,0.865,2.3457435,0.12123
310,6,0,0.89,0.875,2.3365495,0.13028
310,5,0,0.86,0.8,2.3044174,0.10359
310,4,1,0.84,0.78,2.4993599,0.13917
310,1,1,0.91,0.85,2.5759207,0.18437
311,12,1,0.875,0.91,2.5533712,0.15480
311,1,1,0.91,0.85,2.5513648,0.15831
311,9,1,0.85,0.775,2.4940875,0.11984
311,15,1,0.91,0.875,2.5329836,0.17396
311,4,1,0.84,0.78,2.5240504,0.10623
311,3,1,0.9,0.915,2.5754046,0.16958
312,1,1,0.91,0.85,2.5754286,0.21443
312,11,0,0.84,0.83,2.3150309,0.12138
312,13,1,0.78,0.82,2.5742474,0.11686
312,2,0,0.84,0.825,2.3349597,0.10780
312,15,1,0.91,0.875,2.5765344,0.22480
312,10,0,0.83,0.725,2.3299567,0.08371
313,13,1,0.78,0.82,2.5222898,0.14717
313,2,0,0.84,0.825,2.3485613,0.10246
313,5,0,0.86,0.8,2.3077885,0.11770
313,15,1,0.91,0.875,2.6313466,0.20411
313,16,0,0.88,0.865,2.3502535,0.12894
313,8,0,0.92,0.925,2.386677,0.16838
314,7,1,0.9,0.85,2.5582708,0.18449
314,3,1,0.9,0.915,2.5743303,0.20815
314,2,0,0.84,0.825,2.3393588,0.09458
314,14,0,0.92,0.85,2.3985479,0.12440
314,4,1,0.84,0.78,2.4879182,0.14543
314,13,1,0.78,0.82,2.4897913,0.12007
315,2,0,0.84,0.825,2.3401868,0.11756
315,4,1,0.84,0.78,2.505112,0.17789
315,12,1,0.875,0.91,2.6068867,0.21160
315,16,0,0.88,0.865,2.3521997,0.13798
315,13,1,0.78,0.82,2.5597972,0.12894
315,10,0,0.83,0.725,2.3210165,0.09430
316,4,1,0.84,0.78,2.490662,0.13745
316,6,0,0.89,0.875,2.3325125,0.13696
316,9,1,0.85,0.775,2.4910589,0.14658
316,11,0,0.84,0.83,2.2993689,0.10753
316,7,1,0.9,0.85,2.5556129,0.18196
316,1,1,0.91,0.85,2.5955176,0.16780
317,15,1,0.91,0.875,2.5793669,0.17105
317,6,0,0.89,0.875,2.3394147,0.12394
317,3,1,0.9,0.915,2.6017467,0.17118
317,7,1,0.9,0.85,2.5599685,0.16463
317,14,0,0.92,0.85,2.3796353,0.11441
317,4,1,0.84,0.78,2.4762504,0.13382
318,3,1,0.9,0.915,2.6000431,0.21819
318,14,0,0.92,0.85,2.3955306,0.13363
318,5,0,0.86,0.8,2.307248,0.10928
318,12,1,0.875,0.91,2.614283,0.18288
318,8,0,0.92,0.925,2.4644443,0.12783
318,13,1,0.78,0.82,2.6202022,0.09799
319,7,1,0.9,0.85,2.5921035,0.21610
319,16,0,0.88,0.865,2.3538102,0.14768
319,13,1,0.78,0.82,2.502151,0.15017
319,4,1,0.84,0.78,2.5367242,0.16170
319,5,0,0.86,0.8,2.3542633,0.11056
319,8,0,0.92,0.925,2.7131038,0.07773
320,13,1,0.78,0.82,2.5234106,0.12948
320,10,0,0.83,0.725,2.384583,0.07832
320,4,1,0.84,0.78,2.4994198,0.16014
320,9,1,0.85,0.775,2.5410877,0.15313
320,16,0,0.88,0.865,2.3761873,0.13681
320,12,1,0.875,0.91,2.5783849,0.21175
321,8,0,0.92,0.925,2.4119079,0.15621
321,7,1,0.9,0.85,2.585772,0.20775
321,16,0,0.88,0.865,2.3362833,0.13395
321,10,0,0.83,0.725,2.3576123,0.07579
321,4,1,0.84,0.78,2.5237981,0.15160
321,13,1,0.78,0.82,2.4970848,0.14709
322,14,0,0.92,0.85,2.4078591,0.12938
322,7,1,0.9,0.85,2.6151864,0.19666
322,8,0,0.92,0.925,2.3904201,0.15543
322,5,0,0.86,0.8,2.3046919,0.11329
322,11,0,0.84,0.83,2.2873477,0.11632
322,9,1,0.85,0.775,2.5367436,0.15811
323,4,1,0.84,0.78,2.4908233,0.15927
323,13,1,0.78,0.82,2.4928169,0.13463
323,12,1,0.875,0.91,2.5822013,0.19568
323,9,1,0.85,0.775,2.5073963,0.15997
323,14,0,0.92,0.85,2.4630004,0.12646
323,5,0,0.86,0.8,2.3888088,0.09661
324,3,1,0.9,0.915,2.5844877,0.21538
324,2,0,0.84,0.825,2.3294519,0.10335
324,14,0,0.92,0.85,2.3907935,0.12946
324,5,0,0.86,0.8,2.3278184,0.10606
324,13,1,0.78,0.82,2.4986304,0.12684
324,12,1,0.875,0.91,2.5675269,0.19406
325,1,1,0.91,0.85,2.5578333,0.15639
325,12,1,0.875,0.91,2.5379167,0.15333
325,8,0,0.92,0.925,2.4254944,0.11589
325,7,1,0.9,0.85,2.5405747,0.15775
325,9,1,0.85,0.775,2.4776468,0.12612
325,15,1,0.91,0.875,2.5504824,0.17387
326,2,0,0.84,0.825,2.3276646,0.10596
326,5,0,0.86,0.8,2.3106467,0.11138
326,16,0,0.88,0.865,2.3386945,0.12968
326,6,0,0.89,0.875,2.3339314,0.14613
326,9,1,0.85,0.775,2.5162318,0.16937
326,1,1,0.91,0.85,2.5889943,0.20846
327,7,1,0.9,0.85,2.5645279,0.17567
327,9,1,0.85,0.775,2.4940569,0.14358
327,16,0,0.88,0.865,2.3867124,0.10995
327,1,1,0.91,0.85,2.5694414,0.18290
327,10,0,0.83,0.725,2.3008113,0.08194
327,12,1,0.875,0.91,2.5720311,0.18186
328,7,1,0.9,0.85,2.5831775,0.16776
328,4,1,0.84,0.78,2.4896678,0.14231
328,11,0,0.84,0.83,2.3114788,0.09991
328,9,1,0.85,0.775,2.5085116,0.13861
328,15,1,0.91,0.875,2.5588705,0.19712
328,6,0,0.89,0.875,2.322637,0.13237
329,13,1,0.78,0.82,2.4712579,0.12996
329,6,0,0.89,0.875,2.3291734,0.14256
329,4,1,0.84,0.78,2.4844414,0.14684
329,10,0,0.83,0.725,2.3126937,0.08190
329,7,1,0.9,0.85,2.5640974,0.18156
329,12,1,0.875,0.91,2.5702176,0.19476
330,1,1,0.91,0.85,2.5393457,0.16502
330,7,1,0.9,0.85,2.5398612,0.15866
330,15,1,0.91,0.875,2.541247,0.16907
330,3,1,0.9,0.915,2.5530405,0.17476
330,6,0,0.89,0.875,2.3239945,0.11446
330,16,0,0.88,0.865,2.3450017,0.10215
331,13,1,0.78,0.82,2.501038,0.15554
331,2,0,0.84,0.825,2.3620638,0.11333
331,14,0,0.92,0.85,2.4536382,0.13441
331,9,1,0.85,0.775,2.574442,0.15656
331,11,0,0.84,0.83,2.3086393,0.12673
331,4,1,0.84,0.78,2.5178941,0.17993
332,7,1,0.9,0.85,2.6041211,0.20808
332,6,0,0.89,0.875,2.3370778,0.15031
332,5,0,0.86,0.8,2.3288753,0.10700
332,9,1,0.85,0.775,2.5223086,0.16709
332,16,0,0.88,0.865,2.4005595,0.11892
332,11,0,0.84,0.83,2.3029312,0.11689
333,3,1,0.9,0.915,2.6385463,0.21911
333,9,1,0.85,0.775,2.8887119,0.06516
333,7,1,0.9,0.85,2.5792562,0.20384
333,5,0,0.86,0.8,2.3129851,0.12433
333,2,0,0.84,0.825,2.3322123,0.11011
333,16,0,0.88,0.865,2.34209,0.14103
334,8,0,0.92,0.925,2.4483219,0.13717
334,1,1,0.91,0.85,2.5912093,0.21058
334,16,0,0.88,0.865,2.3268429,0.13154
334,6,0,0.89,0.875,2.3635596,0.12981
334,4,1,0.84,0.78,2.5334561,0.14856
334,11,0,0.84,0.83,2.2925709,0.11280
335,6,0,0.89,0.875,2.3314935,0.11695
335,1,1,0.91,0.85,2.539475,0.16909
335,15,1,0.91,0.875,2.5878886,0.15307
335,12,1,0.875,0.91,2.5579672,0.15769
335,16,0,0.88,0.865,2.3303182,0.10547
335,3,1,0.9,0.915,2.5609379,0.18090
336,5,0,0.86,0.8,2.3089943,0.10435
336,14,0,0.92,0.85,2.4249727,0.11368
336,11,0,0.84,0.83,2.3217215,0.09167
336,7,1,0.9,0.85,2.575542,0.18012
336,3,1,0.9,0.915,2.5733636,0.19842
336,12,1,0.875,0.91,2.5648771,0.18729
337,6,0,0.89,0.875,2.3218078,0.15248
337,16,0,0.88,0.865,2.3589902,0.12596
337,3,1,0.9,0.915,2.6260506,0.21954
337,4,1,0.84,0.78,2.5517515,0.14686
337,14,0,0.92,0.85,2.3966567,0.12629
337,2,0,0.84,0.825,2.3594942,0.09752
338,5,0,0.86,0.8,2.3275267,0.11821
338,16,0,0.88,0.865,2.3751646,0.13613
338,4,1,0.84,0.78,2.5408292,0.18338
338,8,0,0.92,0.925,2.4032448,0.16976
338,11,0,0.84,0.83,2.3083501,0.11806
338,14,0,0.92,0.85,2.4215766,0.13680
339,3,1,0.9,0.915,2.5962881,0.20517
339,8,0,0.92,0.925,2.3866933,0.15130
339,1,1,0.91,0.85,2.5699793,0.19952
339,5,0,0.86,0.8,2.3602086,0.08733
339,6,0,0.89,0.875,2.3130505,0.13559
339,2,0,0.84,0.825,2.3225553,0.09440
340,14,0,0.92,0.85,2.4163774,0.12997
340,7,1,0.9,0.85,2.6369977,0.18297
340,6,0,0.89,0.875,2.3542735,0.14125
340,13,1,0.78,0.82,2.4878577,0.14427
340,16,0,0.88,0.865,2.3736431,0.12171
340,4,1,0.84,0.78,2.535133,0.15104
341,14,0,0.92,0.85,2.4059938,0.13981
341,3,1,0.9,0.915,2.6274206,0.22875
341,5,0,0.86,0.8,2.3178619,0.11511
341,10,0,0.83,0.725,2.3451484,0.08565
341,4,1,0.84,0.78,2.5352796,0.15512
341,13,1,0.78,0.82,2.4959766,0.14438
342,13,1,0.78,0.82,2.5051143,0.16349
342,2,0,0.84,0.825,2.3784747,0.11214
342,16,0,0.88,0.865,2.456672,0.11085
342,11,0,0.84,0.83,2.3111102,0.12658
342,7,1,0.9,0.85,2.610112,0.22614
342,5,0,0.86,0.8,2.3144965,0.12473
343,9,1,0.85,0.775,2.5040128,0.15665
343,11,0,0.84,0.83,2.3005563,0.11695
343,12,1,0.875,0.91,2.5803317,0.19050
343,10,0,0.83,0.725,2.3317438,0.07621
343,6,0,0.89,0.875,2.3272522,0.14459
343,1,1,0.91,0.85,2.6069486,0.18774
344,1,1,0.91,0.85,2.5642806,0.18658
344,11,0,0.84,0.83,2.3029212,0.10054
344,8,0,0.92,0.925,2.3757155,0.14530
344,15,1,0.91,0.875,2.5919848,0.18110
344,9,1,0.85,0.775,2.4881789,0.14439
344,6,0,0.89,0.875,2.3323576,0.12017
345,15,1,0.91,0.875,2.6264251,0.22244
345,5,0,0.86,0.8,2.3135712,0.12116
345,14,0,0.92,0.85,2.3851222,0.13729
345,8,0,0.92,0.925,2.3953293,0.16043
345,2,0,0.84,0.825,2.3314657,0.10849
345,11,0,0.84,0.83,2.3119782,0.11477
346,8,0,0.92,0.925,2.3710002,0.14306
346,4,1,0.84,0.78,2.4880099,0.14193
346,3,1,0.9,0.915,2.5796874,0.19678
346,5,0,0.86,0.8,2.3111396,0.09397
346,15,1,0.91,0.875,2.5602757,0.18967
346,16,0,0.88,0.865,2.3379411,0.11413
347,6,0,0.89,0.875,2.333664,0.13423
347,1,1,0.91,0.85,2.5775784,0.20957
347,10,0,0.83,0.725,2.3084657,0.07969
347,12,1,0.875,0.91,2.6406506,0.17171
347,8,0,0.92,0.925,2.3905513,0.15144
347,16,0,0.88,0.865,2.337074,0.12537
348,1,1,0.91,0.85,2.547739,0.18220
348,5,0,0.86,0.8,2.303824,0.10212
348,15,1,0.91,0.875,2.5482697,0.19110
348,7,1,0.9,0.85,2.5499936,0.17287
348,13,1,0.78,0.82,2.4825366,0.11331
348,14,0,0.92,0.85,2.3938623,0.11867
349,1,1,0.91,0.85,2.5980109,0.21740
349,6,0,0.89,0.875,2.3507037,0.14290
349,5,0,0.86,0.8,2.3585736,0.09630
349,14,0,0.92,0.85,2.381629,0.13767
349,8,0,0.92,0.925,2.4919358,0.11964
349,9,1,0.85,0.775,2.5591855,0.15085
350,12,1,0.875,0.91,2.5888631,0.17197
350,4,1,0.84,0.78,2.4953214,0.14684
350,8,0,0.92,0.925,2.3896523,0.14144
350,6,0,0.89,0.875,2.3125001,0.13074
350,11,0,0.84,0.83,2.2953731,0.10274
350,3,1,0.9,0.915,2.6168281,0.18425
351,9,1,0.85,0.775,2.4968614,0.14510
351,13,1,0.78,0.82,2.4779669,0.12824
351,11,0,0.84,0.83,2.3053235,0.11214
351,7,1,0.9,0.85,2.5788676,0.17879
351,3,1,0.9,0.915,2.5767277,0.20756
351,5,0,0.86,0.8,2.3205326,0.10549
352,16,0,0.88,0.865,2.3564194,0.12768
352,14,0,0.92,0.85,2.3935633,0.13148
352,3,1,0.9,0.915,2.588449,0.21875
352,4,1,0.84,0.78,2.5205451,0.14679
352,13,1,0.78,0.82,2.480426,0.13798
352,11,0,0.84,0.83,2.2930999,0.11222
353,10,0,0.83,0.725,2.3023293,0.08760
353,13,1,0.78,0.82,2.4829808,0.13662
353,5,0,0.86,0.8,2.3155664,0.10953
353,6,0,0.89,0.875,2.3626648,0.12996
353,3,1,0.9,0.915,2.6018055,0.21137
353,7,1,0.9,0.85,2.5759334,0.19829
354,8,0,0.92,0.925,2.389791,0.16366
354,5,0,0.86,0.8,2.3271123,0.11226
354,4,1,0.84,0.78,2.512698,0.16899
354,2,0,0.84,0.825,2.3279014,0.10541
354,11,0,0.84,0.83,2.3072091,0.11297
354,1,1,0.91,0.85,2.6258415,0.20476
355,3,1,0.9,0.915,2.563651,0.20003
355,4,1,0.84,0.78,2.4817849,0.14138
355,9,1,0.85,0.775,2.4872163,0.13310
355,13,1,0.78,0.82,2.5038626,0.11045
355,8,0,0.92,0.925,2.4248679,0.13681
355,1,1,0.91,0.85,2.6024613,0.15674
356,14,0,0.92,0.85,2.3913745,0.14021
356,2,0,0.84,0.825,2.3368702,0.10845
356,12,1,0.875,0.91,2.6262208,0.19103
356,4,1,0.84,0.78,2.527201,0.15508
356,8,0,0.92,0.925,2.410846,0.15862
356,11,0,0.84,0.83,2.293532,0.11542
357,4,1,0.84,0.78,2.5009356,0.14440
357,5,0,0.86,0.8,2.3330134,0.09617
357,8,0,0.92,0.925,2.3712871,0.14858
357,15,1,0.91,0.875,2.5661883,0.19927
357,14,0,0.92,0.85,2.369931,0.12282
357,12,1,0.875,0.91,2.6022478,0.16594
358,5,0,0.86,0.8,2.5258012,0.06719
358,11,0,0.84,0.83,2.297359,0.12649
358,16,0,0.88,0.865,2.3410547,0.13588
358,10,0,0.83,0.725,2.305944,0.09280
358,1,1,0.91,0.85,2.5835387,0.22083
358,15,1,0.91,0.875,2.6179814,0.22090
359,11,0,0.84,0.83,2.3064809,0.10975
359,15,1,0.91,0.875,2.6182676,0.17900
359,1,1,0.91,0.85,2.5918604,0.17200
359,3,1,0.9,0.915,2.567872,0.21276
359,10,0,0.83,0.725,2.3481935,0.07483
359,13,1,0.78,0.82,2.4868598,0.12596
360,9,1,0.85,0.775,2.4933723,0.15428
360,8,0,0.92,0.925,2.4234341,0.13954
360,15,1,0.91,0.875,2.5679135,0.19960
360,16,0,0.88,0.865,2.4240318,0.09956
360,7,1,0.9,0.85,2.5695623,0.18208
360,2,0,0.84,0.825,2.3360308,0.09849
361,3,1,0.9,0.915,2.5510165,0.18651
361,1,1,0.91,0.85,2.5830273,0.15399
361,9,1,0.85,0.775,2.4784076,0.12674
361,12,1,0.875,0.91,2.5829034,0.14548
361,11,0,0.84,0.83,2.3448103,0.08991
361,15,1,0.91,0.875,2.5436546,0.17952
362,12,1,0.875,0.91,2.5742738,0.19772
362,15,1,0.91,0.875,2.6231702,0.20427
362,10,0,0.83,0.725,2.3074705,0.08278
362,2,0,0.84,0.825,2.331948,0.10377
362,4,1,0.84,0.78,2.4952584,0.15457
362,16,0,0.88,0.865,2.3438853,0.12980
363,11,0,0.84,0.83,2.3037652,0.10786
363,12,1,0.875,0.91,2.6095941,0.19589
363,6,0,0.89,0.875,2.3116063,0.14007
363,4,1,0.84,0.78,2.4971443,0.15524
363,8,0,0.92,0.925,2.3827328,0.14993
363,16,0,0.88,0.865,2.338619,0.12594
364,1,1,0.91,0.85,2.6206003,0.24008
364,4,1,0.84,0.78,2.5908897,0.16451
364,10,0,0.83,0.725,2.3098705,0.10382
364,6,0,0.89,0.875,2.3600696,0.16462
364,14,0,0.92,0.85,2.7705259,0.06021
364,11,0,0.84,0.83,2.3747482,0.12002
365,7,1,0.9,0.85,2.5655271,0.17576
365,3,1,0.9,0.915,2.5747212,0.20198
365,6,0,0.89,0.875,2.3276974,0.12460
365,9,1,0.85,0.775,2.5061649,0.14074
365,8,0,0.92,0.925,2.3990076,0.14241
365,2,0,0.84,0.825,2.3210083,0.09261
366,7,1,0.9,0.85,2.5880982,0.17870
366,12,1,0.875,0.91,2.5745874,0.19247
366,8,0,0.92,0.925,2.3830655,0.14660
366,5,0,0.86,0.8,2.3043343,0.10501
366,14,0,0.92,0.85,2.4085234,0.11870
366,13,1,0.78,0.82,2.4794589,0.13409
367,16,0,0.88,0.865,2.3533389,0.14403
367,5,0,0.86,0.8,2.3081046,0.12896
367,2,0,0.84,0.825,2.3739972,0.10109
367,14,0,0.92,0.85,2.4011135,0.14844
367,8,0,0.92,0.925,2.3969074,0.17562
367,13,1,0.78,0.82,2.5285204,0.16356
368,10,0,0.83,0.725,2.3029565,0.08267
368,1,1,0.91,0.85,2.5971387,0.19090
368,12,1,0.875,0.91,2.5862419,0.17921
368,16,0,0.88,0.865,2.3458531,0.12364
368,8,0,0.92,0.925,2.4076266,0.14753
368,4,1,0.84,0.78,2.5014745,0.14915
369,7,1,0.9,0.85,2.621986,0.18856
369,10,0,0.83,0.725,2.3038865,0.09287
369,14,0,0.92,0.85,2.4019654,0.13250
369,1,1,0.91,0.85,2.6786133,0.15889
369,12,1,0.875,0.91,2.620205,0.19329
369,5,0,0.86,0.8,2.3926287,0.09805
370,14,0,0.92,0.85,2.396021,0.14895
370,9,1,0.85,0.775,2.5522787,0.19148
370,6,0,0.89,0.875,2.3427183,0.15703
370,11,0,0.84,0.83,2.3156107,0.12657
370,2,0,0.84,0.825,2.3232951,0.11236
370,5,0,0.86,0.8,2.3114466,0.12759
371,8,0,0.92,0.925,2.379932,0.13527
371,7,1,0.9,0.85,2.5366542,0.16230
371,12,1,0.875,0.91,2.5401194,0.16063
371,13,1,0.78,0.82,2.5023405,0.09775
371,3,1,0.9,0.915,2.6223888,0.15098
371,15,1,0.91,0.875,2.5407081,0.17540
372,16,0,0.88,0.865,2.4248668,0.10152
372,7,1,0.9,0.85,2.5686356,0.20007
372,4,1,0.84,0.78,2.4995172,0.15542
372,12,1,0.875,0.91,2.6482665,0.15958
372,8,0,0.92,0.925,2.3858001,0.14915
372,11,0,0.84,0.83,2.3003656,0.10791
373,1,1,0.91,0.85,2.7245268,0.11575
373,3,1,0.9,0.915,2.5665464,0.19915
373,5,0,0.86,0.8,2.4191851,0.07680
373,6,0,0.89,0.875,2.3502127,0.12734
373,7,1,0.9,0.85,2.5673842,0.16802
373,15,1,0.91,0.875,2.5666645,0.18813
374,5,0,0.86,0.8,2.3258575,0.11722
374,6,0,0.89,0.875,2.3296243,0.16191
374,10,0,0.83,0.725,2.3031016,0.09083
374,4,1,0.84,0.78,2.5311848,0.17241
374,9,1,0.85,0.775,2.5281201,0.17969
374,16,0,0.88,0.865,2.3433508,0.14546
375,4,1,0.84,0.78,2.4941804,0.15660
375,9,1,0.85,0.775,2.5313546,0.15639
375,14,0,0.92,0.85,2.3824122,0.13650
375,8,0,0.92,0.925,2.403401,0.15142
375,1,1,0.91,0.85,2.5979617,0.18838
375,10,0,0.83,0.725,2.3036991,0.08261
376,10,0,0.83,0.725,2.3431445,0.07918
376,11,0,0.84,0.83,2.2974621,0.11737
376,9,1,0.85,0.775,2.5080567,0.15913
376,7,1,0.9,0.85,2.6223233,0.17581
376,1,1,0.91,0.85,2.5644018,0.20732
376,16,0,0.88,0.865,2.3392296,0.13317
377,3,1,0.9,0.915,2.6120604,0.23939
377,5,0,0.86,0.8,2.3134597,0.11917
377,14,0,0.92,0.85,2.4101208,0.13769
377,4,1,0.84,0.78,2.5140139,0.17192
377,10,0,0.83,0.725,2.3144107,0.08704
377,2,0,0.84,0.825,2.327494,0.11228
378,3,1,0.9,0.915,2.5895363,0.21096
378,14,0,0.92,0.85,2.3670193,0.12486
378,7,1,0.9,0.85,2.5772933,0.18107
378,8,0,0.92,0.925,2.3817456,0.14628
378,16,0,0.88,0.865,2.3273985,0.12009
378,5,0,0.86,0.8,2.3448305,0.09109
379,7,1,0.9,0.85,2.5782876,0.19912
379,9,1,0.85,0.775,2.5100814,0.15553
379,11,0,0.84,0.83,2.3120458,0.10908
379,10,0,0.83,0.725,2.327636,0.07804
379,12,1,0.875,0.91,2.6056264,0.18626
379,6,0,0.89,0.875,2.3456231,0.14407
380,2,0,0.84,0.825,2.3459157,0.10540
380,4,1,0.84,0.78,2.5242547,0.16015
380,16,0,0.88,0.865,2.3441746,0.13333
380,13,1,0.78,0.82,2.516058,0.13241
380,1,1,0.91,0.85,2.5946269,0.20438
